,departamento,municipio,establecimiento,direccion
25,LA PAZ,ACHOCALLA,ACHOCALLA,COMUNIDAD PACAJES FRENTE AL LAGO
27,LA PAZ,ACHOCALLA,C.S.A. NORTE ACHOCALLA,CRUZ
29,LA PAZ,ACHOCALLA,LAYURI,QUILLVIRI
30,LA PAZ,ACHOCALLA,TUNI,TUNI
32,LA PAZ,ALTO BENI,BELLA VISTA - LA PAZ,COMUNIDAD  BELLA VISTA
33,LA PAZ,ALTO BENI,BORG,SUAPI KM 73 - ALTO BENI
34,LA PAZ,ALTO BENI,KOLLASUYO,COMUNIDAD KOLLASUYO
36,LA PAZ,ALTO BENI,LITORAL,PROVINCIA CARANAVI
38,LA PAZ,ALTO BENI,MERCEDES,"Comunidad Mercedes, Distrito II"
39,LA PAZ,ALTO BENI,SAN ANTONIO (CARANAVI),SAN ANTONIO
40,LA PAZ,ALTO BENI,SARARIA,ALTO BENI DISTRITO IV SARARIA
42,LA PAZ,ALTO BENI,VILLA EL PORVENIR,CARANAVI
43,LA PAZ,ANCORAIMES,ANCORAIMES,ZONA BOLIVAR
44,LA PAZ,ANCORAIMES,C.S.A  MOROCOLLO,COMUNIDAD  MOROCOLLO
46,LA PAZ,ANCORAIMES,CAJIATA,ANCORAIMES
48,LA PAZ,ANCORAIMES,CHEJEPAMPA,Av. La Paz entre calles Omasuyos y Kullasuyo
49,LA PAZ,ANCORAIMES,CHOJNAPATA,PLAZA  DE CHOJÑAPATA
50,LA PAZ,ANCORAIMES,INCA KATURAPI,CAMINO A CATUHUAYA - INCA KATURPI
52,LA PAZ,ANCORAIMES,POCOATA,ANCORAIMES
53,LA PAZ,ANCORAIMES,VILLA MACA MACA,SOBRE LA CARRETERA A MINA MATILDE
54,LA PAZ,APOLO,APOLO,AV. LITORAL SIN NUMERO
55,LA PAZ,APOLO,ATEN,Aten Municipio de Apolo
56,LA PAZ,APOLO,PUCASUCHO,PUCASUCHO
57,LA PAZ,APOLO,PUCHAHUI,Plaza de la comunidad de Puchahui
59,LA PAZ,APOLO,SANTA CRUZ  VALLE AMENO,VALLE AMENO
60,LA PAZ,APOLO,SIPHIA,COMUNIDAD SIPHIA
61,LA PAZ,APOLO,YANAMAYO,COMUNIDAD YANAMAYO
62,LA PAZ,AUCAPATA,AUCAPATA,Comunidad Aucapata
63,LA PAZ,AUCAPATA,HUANCO,COMUNIDAD HUANCO PALLALLANI
64,LA PAZ,AUCAPATA,MEMECONI,COMUNIDAD MEMECONI
66,LA PAZ,AUCAPATA,PUSILLANI,CANTON PUSILLANI
67,LA PAZ,AUCAPATA,ROSARIO (LPZ),COMUNIDAD ROSARIO
68,LA PAZ,AUCAPATA,YANAHUAYA,COMUNIDAD YANAHUAYA
70,LA PAZ,AYATA,AYATA,TITICACHI
71,LA PAZ,AYATA,CAMATA,GOBIERNO MUNICIPAL DE AYATA
72,LA PAZ,AYATA,CUIBAJA,MUNICIPIO DE AYATA DISTRITO CUIBAJA
73,LA PAZ,AYATA,MOLLO,Mollo
74,LA PAZ,AYATA,SAYHUANI,Municipio Ayata distrito Sayhuani
75,LA PAZ,AYO AYO,AYO AYO,AYO AYO
76,LA PAZ,AYO AYO,CUMBRE VILACOTA,CUMBRE VILACOTA
77,LA PAZ,AYO AYO,EL THOLAR,PLAZA 5 DE FEBRERO
78,LA PAZ,AYO AYO,VILLA CARMEN (LPZ),caton villa carmen
79,LA PAZ,BATALLAS,BATALLAS,PLAZA RENE BARRIENTOS S/N BATALLAS
80,LA PAZ,BATALLAS,CHACHACOMANI,COMUNIDAD CHACHACOMANI
81,LA PAZ,BATALLAS,KERANI,KERANI
82,LA PAZ,BATALLAS,PEÑAS,COMUNIDAD PEÑAS
83,LA PAZ,BATALLAS,TUQUIA,COMUNIDAD TUQUIA
84,LA PAZ,CAIROMA,CAIROMA,cairoma
86,LA PAZ,CAIROMA,COROCUTA,Departamento La Paz
87,LA PAZ,CAIROMA,HUARA,cairoma
88,LA PAZ,CAIROMA,LLOJA,ARRIBA DE LA PLAZA
89,LA PAZ,CAIROMA,MACHACAMARCA,MACHACAMARCA
90,LA PAZ,CAIROMA,P.S. ARACA EL ASIENTO,ARACA ASIENTO
92,LA PAZ,CAIROMA,SACANI,SACANI
93,LA PAZ,CAIROMA,TORREPAMPA,TORREPAMPA
94,LA PAZ,CAIROMA,UCHUMBAYA,COMUNIDAD UCHUMBAYA EN LA CANCHA
95,LA PAZ,CAIROMA,VILOCO,ZONA  CALACHACA VILOCO
96,LA PAZ,CAJUATA,CAJUATA,VILLA ANGELICA S/N
97,LA PAZ,CAJUATA,CANAMINA,CANTON CAÑAMINA.MUNICIPIO CAJUATA
98,LA PAZ,CAJUATA,CIRCUATA,CANTON CIRCUATA
100,LA PAZ,CAJUATA,HUARITOLO,CANTON HUARITOLO
102,LA PAZ,CAJUATA,SURI,MURILLO
103,LA PAZ,CAJUATA,VILLA KHORA,VILLA KHORA
104,LA PAZ,CALACOTO,CALACOTO,CALACOTO
105,LA PAZ,CALACOTO,CONDORIQUINA,CONDORIQUINA
106,LA PAZ,CALACOTO,GRAL.CAMPERO,GNERAL CAMPERO
107,LA PAZ,CALACOTO,JANKO MARCA PACAJES,JANKO MARCA
108,LA PAZ,CALACOTO,OKORURO,OKORURO
109,LA PAZ,CALACOTO,TARQUIAMAYA,TARQUIAMAYA
110,LA PAZ,CALACOTO,ULLOMA LERCO,Ulloma Lerco
111,LA PAZ,CALAMARCA,CALAMARCA,Calamarca
112,LA PAZ,CALAMARCA,CALUYO,COMUNIDAD CALUYO
113,LA PAZ,CALAMARCA,LA JOYA,KM57 CARRRTERA LA PAZ ORURO
115,LA PAZ,CALAMARCA,SAN ANTONIO - CALAMARCA,Oruro
116,LA PAZ,CALAMARCA,SIVICANI,GAM de Calamarca
117,LA PAZ,CALAMARCA,VILAQUE COPATA,Actualizar
118,LA PAZ,CAQUIAVIRI,ACHIRI,ACHIRI
120,LA PAZ,CAQUIAVIRI,ANTAQUIRA,"PROVINCIA PACAJES, MUNICIPIO CAQUIAVIRI"
121,LA PAZ,CAQUIAVIRI,CAQUIAVIRI,Plazuela Maria Auxiliadora
122,LA PAZ,CAQUIAVIRI,CHOCOROSI,VILLA CHOCOROSI
124,LA PAZ,CAQUIAVIRI,JIHUACUTA,PROVINCIA PACAJES MUNICIPIO CAQUIAVIRI
125,LA PAZ,CAQUIAVIRI,KALLA LLALLAGUA,KALLALLALLAGUA
126,LA PAZ,CAQUIAVIRI,KASILLUNCA,kasillunca
128,LA PAZ,CAQUIAVIRI,VICHAYA,A una cuadra de la plaza principal de vichaya II
129,LA PAZ,CAQUIAVIRI,VILLA ANTA,Plaza central villa anta sin nro
130,LA PAZ,CARANAVI,ALCOCHE,CALLE AVAROA S/N
131,LA PAZ,CARANAVI,C.S. SANTA  ANA DE CARANAVI,COLONIA SANTA ANA
132,LA PAZ,CARANAVI,C.S. VILLA LA PAZ,CALLE POTOSI/ AV. S/N Y CALLE 4
134,LA PAZ,CARANAVI,CALAMA,CANTON CALAMA
135,LA PAZ,CARANAVI,CARRASCO LA RESERVA,caranavi carrasco la reserva zona central s/n
136,LA PAZ,CARANAVI,ENTRE RIOS,Avenida Guillermo Molina
137,LA PAZ,CARANAVI,LLUSTA II,COLONIA NUEVA LLUSTA
138,LA PAZ,CARANAVI,LOS ANDES,Comunidad illimani
140,LA PAZ,CARANAVI,MOSCOVIA,prov. Caranavi
142,LA PAZ,CARANAVI,NOR-ESTE,CENTRAL  NOR ESTE CANTON CARANAVI RURAL
143,LA PAZ,CARANAVI,REHABILITACION CARANAVI,CALLE 16 DICIEMBRE ENTRE CALLE B
144,LA PAZ,CARANAVI,SAN LORENZO - CARANAVI,CANTON SAN LORENZO
145,LA PAZ,CARANAVI,SAN PABLO,CANTÓN SAN PABLO
147,LA PAZ,CARANAVI,SAN PEDRO DE CARANAVI,"CARANAVI, LOCALIDAD DE SAN PEDRO"
148,LA PAZ,CARANAVI,SANTA FE,SANTA FE AV. GUALBERTO VILLARROEL
149,LA PAZ,CARANAVI,TAYPIPLAYA,ZONA CENTRAL
150,LA PAZ,CARANAVI,UYUNENSE,Plaza Principal de Canton Uyunense
151,LA PAZ,CARANAVI,VILLA ELEVACION,CANTON VILLA ELEVACION
152,LA PAZ,CARANAVI,VILLAMONTES,VILLAMONTES
154,LA PAZ,CATACORA,CATACORA,CATACORA
156,LA PAZ,CATACORA,PAIRUMANI,Manuel Pando
157,LA PAZ,CATACORA,TOLACOLLO,COMUNIDAD TOLACOLLO
158,LA PAZ,CHACARILLA,CHACARILLA,PLAZA PRINCIPAL DE CHACARILLA
159,LA PAZ,CHACARILLA,PACOLLO,COMUNIDAD SAN JUAN PACOLLO
160,LA PAZ,CHARAÑA,CHARANA,PLAZA 6 DE AGOSTO
161,LA PAZ,CHARAÑA,GENERAL PEREZ,GENERAL PEREZ
162,LA PAZ,CHARAÑA,SEPULTURAS,Sepulturas
165,LA PAZ,CHUA COCANI,CHUA COCANI,INFANTERIA MARITIMA
177,LA PAZ,CHUMA,CHAJLAYA,Chajlaya
178,LA PAZ,CHUMA,CHUMA,ZONA PAQUELA DE LA PLAZA HACIA ARRIBA
180,LA PAZ,CHUMA,HUALLAPA,HULLAPA CAMINO A COLEGIO
181,LA PAZ,CHUMA,JICHUHUAYA,JICHUHUAYA
183,LA PAZ,CHUMA,SOCOCONI,SOCOCONI
185,LA PAZ,CHUMA,TIMUSI,COMUNIDAD
186,LA PAZ,COLLANA,COLLANA (COLLANA),COLLANA
187,LA PAZ,COLLANA,HICHURAYA,CANTÓN HICHURAYA CHICO
188,LA PAZ,COLLANA,UNCALLAMAYA,UNCALLAMAYA
189,LA PAZ,COLQUENCHA,COLQUENCHA,calle LaPaz s/n colquencha
190,LA PAZ,COLQUENCHA,MACHACAMARCA,Plaza Central Machacamarca
192,LA PAZ,COLQUENCHA,MARQUIRIVI,Julio
193,LA PAZ,COLQUENCHA,MICAYA,AV. MICAYA S/N
194,LA PAZ,COLQUENCHA,STGO.DE LLALLAGUA,Plaza central Santiago de Llalagua
195,LA PAZ,COLQUIRI,AJAMARCA,AJAMARCA
196,LA PAZ,COLQUIRI,ANCOCOTA,ANCOCOTA
198,LA PAZ,COLQUIRI,CALUYO,DEPARTAMENTO DE LA PAZ
199,LA PAZ,COLQUIRI,CAQUENA,MUNICIPIO DE COLQUIRI
201,LA PAZ,COLQUIRI,COLQUIRI,zona incalacaya s/n
202,LA PAZ,COLQUIRI,LLANQUERA,LLANQUERA
203,LA PAZ,COLQUIRI,MOHOZA LANZA,mohoza
204,LA PAZ,COLQUIRI,PAUCA,PAUCA
205,LA PAZ,COLQUIRI,PIPINI,Plaza Central de Pipini (Zona
206,LA PAZ,COLQUIRI,SALLALLI,COMUNIDAD SALLALLI
207,LA PAZ,COLQUIRI,TULTUANI (CORIRI),CORIRI
208,LA PAZ,COLQUIRI,UYUNI,PUESTO DE SALUD UYUNI
209,LA PAZ,COMANCHE,CANTUYO,"Comunidad cantuyo, Municipio Comanche"
210,LA PAZ,COMANCHE,COMANCHE,COMANCHE
211,LA PAZ,COMANCHE,ROSAPATA TULI,ROSAPATA TULI
212,LA PAZ,COMBAYA,COMBAYA,COMBAYA PLAZA 14 DE SEPTIEMBRE
213,LA PAZ,COMBAYA,HUAYCHO,MUNICIPIO DE COMBAYA
214,LA PAZ,COMBAYA,SOREJAYA,SOREJAYA
215,LA PAZ,COMBAYA,TICAMBLAYA,COMUNIDAD TICAMBLAYA
216,LA PAZ,COPACABANA,COPACABANA,COMUNIDAD COPACABANA
218,LA PAZ,COPACABANA,HUACUYO,ZONA COLQUEPATA / COMUNIDAD HUACUYO
219,LA PAZ,COPACABANA,ISLA DEL SOL,ISLA DEL SOL EL YUMANI
220,LA PAZ,COPACABANA,SIRIPACA,comunidad de siripaca
222,LA PAZ,CORIPATA,ARAPATA,AVENIDA PRINCIPAL FRENTE AL CEMENTERIO
223,LA PAZ,CORIPATA,CORIPATA,Municipio Coripata. Canton Coripata
224,LA PAZ,CORIPATA,MILLIHUAYA,Comunidad Millihuaya
225,LA PAZ,CORIPATA,SAN JUAN (LPZ),san juan coripata
226,LA PAZ,CORIPATA,SANTIAGO TOCORONI,Santiago Tocoroni
227,LA PAZ,CORIPATA,TRINIDAD PAMPA,av roma s/n trinidad pampa
228,LA PAZ,CORO CORO,CAQUINGORA,caquingora a dos cuadras de la plaza s/n
229,LA PAZ,CORO CORO,CARLOS PALENQUE A. (TOHOPOCO),TOHOPOCO
230,LA PAZ,CORO CORO,COROCORO,AV 6 DE AGOSTO ESQUINA CARRASCO
231,LA PAZ,CORO CORO,ENEQUELLA,ENEQUELLA
235,LA PAZ,CORO CORO,GENERAL PANDO,CALACOTO
236,LA PAZ,CORO CORO,JANKOMARKA SIRPA,A MEDIA CUADRA DE LA PLAZA PRINCIPAL
237,LA PAZ,CORO CORO,MURUPILAR,MURUPILAR
238,LA PAZ,CORO CORO,QUILLOMA,QUILLOMA
239,LA PAZ,CORO CORO,ROSAPATA HUANCARAMA,ROSAPATA HUANCARAMA
240,LA PAZ,COROICO,CHALLA,CHALLA
241,LA PAZ,COROICO,PACALLO,Nor Yungas Coroico Comunidad Pacallo
243,LA PAZ,COROICO,STA.ROSA QUILO QUILO,Nor Yungas Coroico Santa Rosa de Quilo quilo
244,LA PAZ,COROICO,SUAPI,COMUNIDAD SUAPI
736,LA PAZ,CURAHUARA,CHOJNA,COM. CHOJÑA
739,LA PAZ,CURAHUARA,JALSURI,comunidad de jalsuri
741,LA PAZ,CURAHUARA,JANKO MARCA,PRINCIPAL
743,LA PAZ,CURAHUARA,LLOKOHUTA,COMUNIDAD WALDO BALLIVIAN LLOCOHUTA
745,LA PAZ,CURAHUARA,SAN PEDRO DE CURAHUARA,"CURAHUARA"""
747,LA PAZ,CURAHUARA,VILLA MANQUIRI,COMUNIDAD ORIGINARIA VILLA MANQUIRI
246,LA PAZ,CURVA,CAALAYA,CAALAYA
247,LA PAZ,CURVA,CANUHUMA,COMUNIDAD TAYPI CAÑUHUMA
248,LA PAZ,CURVA,CURVA,"MUNICIPIO CURVA, PLAZA 2 DE FEBRERO"
250,LA PAZ,DESAGUADERO,DESAGUADERO,Desaguadero Km.112
251,LA PAZ,DESAGUADERO,KEALLUMA,EN EL MISMO PUEBLO
252,LA PAZ,DESAGUADERO,SAN JUAN DE HUANCOLLO,COMUNIDAD SAN JUAN DE HUANCOLLO
253,LA PAZ,EL ALTO,12 DE OCTUBRE,Av. Tihuanaco s/n; Manzano 87
256,LA PAZ,EL ALTO,16 DE FEBRERO,NUMERO
258,LA PAZ,EL ALTO,1RO DE MAYO,alto
260,LA PAZ,EL ALTO,3 DE MAYO,LUIS TABORGA Y ELEODORO AYLLON
262,LA PAZ,EL ALTO,6 DE JUNIO,Av.- 2 de agosto S/N
263,LA PAZ,EL ALTO,ALPACOMA BAJO,LOS TULIPANES 100
264,LA PAZ,EL ALTO,ALTO CHIJINI- U.V.A.,AV.SANTA CRUZ CALLE 6 S/N
267,LA PAZ,EL ALTO,ALTO LIMA 2 SECCION,HUAYNA POTOSI
269,LA PAZ,EL ALTO,ALTO LIMA III,entre avenida 6 y 7
271,LA PAZ,EL ALTO,ALTO LIMA IV,PACIFICO
272,LA PAZ,EL ALTO,ASUNCION SAN PEDRO,"Calle Ramon Mariaca, Esq Av. Litoral"
274,LA PAZ,EL ALTO,ATIPIRIS,SENKATA
276,LA PAZ,EL ALTO,BRASIL,PRINCIPAL LUIS ESPINAL
278,LA PAZ,EL ALTO,CALAMA,SANTIESTEBAN
279,LA PAZ,EL ALTO,CEJA EL ALTO - CRA,Ceja el Alto avenida Juan Pablo segundo
284,LA PAZ,EL ALTO,CEVICOS EL ALTO,PLAZA CIVICA
282,LA PAZ,EL ALTO,CHACALTAYA,"Castillo y Eduardo Avaroa, plaza Germán Busch"
286,LA PAZ,EL ALTO,CHIJINI CHICO- U.V.A.,N°1000
287,LA PAZ,EL ALTO,COPACABANA,Av. Oleoducto/ Av Illimani calle Coroico
288,LA PAZ,EL ALTO,COSMOS 79,Cosmos 79 Av. Coquingora
290,LA PAZ,EL ALTO,FRANZ TAMAYO,PRADO
291,LA PAZ,EL ALTO,GERMAN BUSCH,AV. ANTAQUIRA S/N
293,LA PAZ,EL ALTO,HUAYNA POTOSI,POTOSI
295,LA PAZ,EL ALTO,LOS PINOS EL ALTO,Avenida Circunvalacio altura puente vela S/N
296,LA PAZ,EL ALTO,LOTES Y SERVICIOS,RIO SECO AV JUAN LECHIN OQUENDO
297,LA PAZ,EL ALTO,LUIS ESPINAL (EL ALTO),"Av, Punata, esquina Av. Ayopaya"
298,LA PAZ,EL ALTO,M. MADRE DE DIOS V. D.,VILLA DOLORES CALLE 3 SN
301,LA PAZ,EL ALTO,MERCEDARIO,URIOSTE
302,LA PAZ,EL ALTO,MERCEDES,C/VICENTE OCHOA SIN NUMERO
304,LA PAZ,EL ALTO,NUEVOS HORIZONTES,ARABE AV/GUADALQUIVIR
305,LA PAZ,EL ALTO,OCOMISTO,Camino a Laja/Altura surtidor Chusamarka
307,LA PAZ,EL ALTO,PLAN VIVIENDA VILLA ESPERANZA,ARSADE Y CALLEJON PEATONAL N/57
308,LA PAZ,EL ALTO,POMAMAYA,Zona Pomamaya
309,LA PAZ,EL ALTO,PREFECTURAL,ZONA PREFECTUERAL
311,LA PAZ,EL ALTO,PUERTO CAMACHO,BOLIVAR Y C/TIHUANACO NRO 25
312,LA PAZ,EL ALTO,PUERTO MEJILLONES,Zona Puerto Mejillones avenida tres  s/n
314,LA PAZ,EL ALTO,ROMERO PAMPA,AV. CARDOSANTO SN ZONA ROMERO PAMPA
315,LA PAZ,EL ALTO,ROSAS PAMPA,ZONA ROSAS PAMPA CALLE 25 SN
317,LA PAZ,EL ALTO,SAN FRANCISCO,DE SALES S/N
318,LA PAZ,EL ALTO,SAN JOSE DE CHARAPAQUI II,CALLE SAN SIMON Y AVENIDA POTOSI #400
319,LA PAZ,EL ALTO,SAN JOSE DE YUNGUYO,San Jose De Yunguyo - Rio  Seco D-4
320,LA PAZ,EL ALTO,SAN JUAN KENKO,Calle Manuel Penaranda
321,LA PAZ,EL ALTO,SAN MARTIN,"Zona San Martin, distrito 12"
322,LA PAZ,EL ALTO,SAN ROQUE (EL ALTO),"ZONA SAN ROQUE, AV PANAMERICANA"
324,LA PAZ,EL ALTO,SANTA ROSA (LPZ-EL ALTO),LITORAL
326,LA PAZ,EL ALTO,SANTA ROSA DE LIMA,BEDREGAL ZONA SANTA ROSA DE LIMA
328,LA PAZ,EL ALTO,SANTIAGO I,BADANI
329,LA PAZ,EL ALTO,SANTIAGO II,Z. SANTIAGO II CALLES 13 Y 14
330,LA PAZ,EL ALTO,SENKATA,calle llullayllacu s/n zona senkata
331,LA PAZ,EL ALTO,UNIFICADA POTOSI,PLAZA PRINCIPAL UNIFICADA POTOSI
334,LA PAZ,EL ALTO,URBANIZACION KENKO,14 Y 15
335,LA PAZ,EL ALTO,VENTILLA,Ventilla Zona: Utamahua calle: Sajama s/n
336,LA PAZ,EL ALTO,VILLA ADELA,"Villa Adela, C. Roma y Brasil S/N"
338,LA PAZ,EL ALTO,VILLA AVAROA,VIACHA ENTRE CALLES 144 Y 145
339,LA PAZ,EL ALTO,VILLA COOPERATIVA,Z/Villa Cooperativa
340,LA PAZ,EL ALTO,VILLA EXALTACION,VILLA EXALTACION 2DA SECCION CALLE 6 SN
342,LA PAZ,EL ALTO,VILLA INGENIO,IGLESIA CRISTO REDENTOR
343,LA PAZ,EL ALTO,VILLA TUNARI,ZONA VILLA TUNARI CALLE MISQUE S/N
346,LA PAZ,EL ALTO,VILLA YUNGUYO,TORI
347,LA PAZ,ESCOMA,CHALLAPATA,PLAZA PRINCIPAL
364,LA PAZ,GUANAY,AMAGUAYA,Amaguaya
365,LA PAZ,GUANAY,CANDELARIA,candelaria
367,LA PAZ,GUANAY,CARURA,calle oruro
369,LA PAZ,GUANAY,GUANAY,Calle 6 de Agosto Esquina Calle Carlos Crespo
370,LA PAZ,GUANAY,TANIPLAYA,Taniplaya
371,LA PAZ,GUANAY,VILLA FLORIDA,Villa Florida
373,LA PAZ,GUAQUI,ANDAMARCA,"Comunidad Andamarca, Cerca de casa cultural"
374,LA PAZ,GUAQUI,COPAJIRA,COPAJIRA
375,LA PAZ,GUAQUI,GUAQUI,PUERTO GUAQUI AV.BALLIVIAN
377,LA PAZ,GUAQUI,KASSA STA. ROSA,"ROSA, CAMINO A DESAGUADERO"
378,LA PAZ,HUARINA,C.S. WEKARANI,Comunidad Wekarani
380,LA PAZ,HUARINA,COROMATA  ALTA,"MUNICIPIO HUARINA, PROVINCIA OMASUYOS"
381,LA PAZ,HUARINA,COROMATA BAJA,COROMATA BAJA -PLAZA PRINCIPAL
383,LA PAZ,HUARINA,HUARINA,HUARINA Z. ARASAYA CALLE CONFEDERACION
385,LA PAZ,HUATAJATA,HUATAJATA,Copacabana)
386,LA PAZ,HUATAJATA,SANKA JAHUIRA,SANKAJAHUIRA
387,LA PAZ,HUMANATA,HUMANATA,Humanata
388,LA PAZ,HUMANATA,PACOLLA,PACOLLA
389,LA PAZ,ICHOCA,FRANZ TAMAYO - ICHOCA,CANTON FRANZ TAMAYO
391,LA PAZ,ICHOCA,GERMAN BUSCH,COMUNIDAD PACOLLO
392,LA PAZ,ICHOCA,ICHOCA,ichoca
393,LA PAZ,ICHOCA,LURUTA,luruta
394,LA PAZ,ICHOCA,SAN ANTONIO DE SIRARANI,SAN ANTONIO
395,LA PAZ,INQUISIVI,ARCOPONGO,ARCOPONGO
396,LA PAZ,INQUISIVI,CAPIÑATA,PLAZA CAPINATA
397,LA PAZ,INQUISIVI,CAVARI,CANTON CAVARI
398,LA PAZ,INQUISIVI,COPACABANA (LPZ),COPACABANA
399,LA PAZ,INQUISIVI,INQUISIVI,INQUISIVI
401,LA PAZ,INQUISIVI,KANAMARCA,CANTON KANAMARCA
402,LA PAZ,INQUISIVI,PATOHOCO,CANTON PATOHOCO
403,LA PAZ,INQUISIVI,POCUSCO,Pocusco
404,LA PAZ,INQUISIVI,SIGUAS,CANTON SIGUAS
405,LA PAZ,INQUISIVI,VENTILLA,CENTRO DE SALUD VENTILLA
406,LA PAZ,INQUISIVI,YACUPAMPA,provincia inquisivi comunidad yacupampa
408,LA PAZ,IRUPANA (VILLA DE LANZ,A) C.S.A. HUARI NOGALANI,NOGALANI
410,LA PAZ,IRUPANA (VILLA DE LANZ,A) C.S.A. LEJNA,Lejna
412,LA PAZ,IRUPANA (VILLA DE LANZ,A) C.S.A. TOTORAL,Totoral
414,LA PAZ,IRUPANA (VILLA DE LANZ,A) CHICALOMA,plaza de chicaloma
416,LA PAZ,IRUPANA (VILLA DE LANZ,A) IRUPANA,ZONA CHURIACA - CAPANI
418,LA PAZ,IRUPANA (VILLA DE LANZ,A) LA PLAZUELA,LA PLAZUELA - PLAZA PRINCIPAL
420,LA PAZ,IRUPANA (VILLA DE LANZ,A) LAMBATE,CANTON LAMBATE
422,LA PAZ,IRUPANA (VILLA DE LANZ,A) LAZA,IRUPANA LAZA FRENTE A LA PLAZA
424,LA PAZ,IRUPANA (VILLA DE LANZ,A) PARIGUAYA,Plaza principal de paraguaya
426,LA PAZ,IRUPANA (VILLA DE LANZ,A) TABLERIA ALTA,Irupana/Prov. Sud Yungas/Depto. La Paz
428,LA PAZ,IRUPANA (VILLA DE LANZ,A) TACA,Taca
430,LA PAZ,IRUPANA (VILLA DE LANZ,A) TRES RIOS,Provincia Sud Yungas
432,LA PAZ,IRUPANA (VILLA DE LANZ,A) VICTORIO LANZA,"Yungas, La Paz"
433,LA PAZ,IXIAMAS,CARMEN DEL EMERO,PLAZA CENTRAL LADO DE LA ESCUELA
435,LA PAZ,IXIAMAS,EL TIGRE,CANCHA DE LA COMUNIDAD
437,LA PAZ,IXIAMAS,ESPERANZA DEL MADIDI,Al noreste de la region del municipio de Ixiamas
438,LA PAZ,IXIAMAS,IXIAMAS,AV. HERNANI SILVA BARRIO SAN ANTONIO
440,LA PAZ,IXIAMAS,MANURIMI,PLAZA CENTRAL DE SANTA ROSA DE MANURIMI
441,LA PAZ,IXIAMAS,MERCEDEZ,PLAZA CENTRAL  COMUNIDAD MERCEDEZ
442,LA PAZ,IXIAMAS,TAHUA,Plaza central de Tahua
443,LA PAZ,IXIAMAS,TOROMONAS,PLAZA CENTRAL DE TOROMONAS
444,LA PAZ,JESUS DE MACHACA,CHAMA,"PUEBLO CHAMA, CARRETERA 104"
445,LA PAZ,JESUS DE MACHACA,CORPA,CENTRO DE SALUD INTEGRAL CORPA
446,LA PAZ,JESUS DE MACHACA,CUIPA,CUIPA
448,LA PAZ,JESUS DE MACHACA,JANCOHAQUE,ayllu jancohaqui abajo a carretera a aguallamaya
449,LA PAZ,JESUS DE MACHACA,JESUS DE MACHACA,DETRÁS DE IGLESIA JESÚS DE MACHACA
450,LA PAZ,JESUS DE MACHACA,KALLA BAJA,COMUNIDAD KALLA BAJA
451,LA PAZ,JESUS DE MACHACA,PARINA ARRIBA,Comunidad  Parina  Arriba
453,LA PAZ,JESUS DE MACHACA,SANTO DOMINGO,LA PLAZA PRINCIPAL
454,LA PAZ,JESUS DE MACHACA,SULLCATITI KHONKHO,FRENTE A LA PLAZA DE LA IGLESIA
455,LA PAZ,LA ASUNTA,CHARIA,SUY YUNGAS LA ASUNTA CHARIA
